STRING	N1_F	N1_C	N2_F	N2_C	N3_F	N3_C
trueety	5376.85	743.71	444.63	69.83	103.18	5.60
tumbers	5720.68	1106.29	966.33	229.67	508.88	107.60
tyrious	5324.84	922.86	613.27	56.83	302.76	17.20
unapors	5097.04	957.29	747.02	144.17	111.75	12.20
uncided	5657.07	933.00	1660.83	250.83	219.43	18.60
unubted	5240.77	939.29	1746.78	278.67	289.94	41.00
unusing	6622.58	934.57	3218.70	393.00	1825.05	209.00
urached	6528.16	1048.57	2106.15	309.50	341.43	51.40
useling	6541.45	919.43	3408.85	394.50	1949.10	219.80
uttally	3727.13	532.00	649.83	78.17	260.44	12.20
valving	6948.05	1067.00	3200.18	390.67	1754.94	204.20
varldly	4647.09	740.29	795.84	118.33	108.25	11.00
varlity	6504.34	1023.57	1047.82	126.83	247.35	15.60
varries	9231.16	1742.00	1402.53	354.83	420.05	72.40
victorm	4437.02	615.57	492.49	54.83	190.70	11.20
virange	5037.63	633.71	445.01	73.67	97.23	7.40
volding	7411.41	1088.57	3245.14	401.33	1915.41	215.20
wailles	7198.80	1489.29	1012.37	298.50	174.06	57.40
wainter	6246.00	1146.14	1428.24	253.00	287.67	38.20
warends	6068.07	1044.57	1028.58	112.83	263.07	16.40
warlite	7235.47	1084.57	1017.66	143.67	175.46	15.60
wassing	7750.45	1158.43	3405.64	425.17	1907.74	222.60
wassury	4811.73	738.57	674.54	89.33	109.49	11.00
weacher	7409.29	1101.14	1792.95	249.83	660.99	46.40
weacted	8105.47	1208.29	2289.71	318.50	432.63	49.00
weactet	7741.26	1100.43	1025.37	131.33	155.60	9.60
wearemy	6284.19	807.71	786.80	81.83	149.42	12.80
wearned	8119.30	1207.86	2094.59	286.33	252.43	25.80
wedrove	5095.00	640.71	332.58	42.50	52.96	2.80
welieve	6426.42	787.43	652.12	58.83	283.15	8.40
wellage	5850.30	712.00	761.82	100.00	246.22	26.20
wesents	6534.73	1024.29	826.12	118.17	202.42	17.60
whapter	6049.54	981.57	1357.24	230.67	207.82	26.60
wheaker	5508.41	902.00	1048.47	193.67	118.22	18.20
wheards	4916.01	813.86	654.24	62.67	278.72	13.80
whecial	5172.52	704.00	742.58	64.50	250.33	9.20
whecins	7768.23	1261.14	2021.48	260.83	191.03	19.20
wheedom	3043.34	383.14	309.04	44.00	152.17	9.20
whelier	7502.64	1217.43	1483.99	288.50	239.02	72.40
wheting	8108.29	1032.29	3651.38	426.00	2160.69	227.20
winered	7004.51	1116.29	2120.95	290.50	354.21	34.60
winiman	3986.46	569.29	419.27	72.67	57.59	13.60
winuter	6066.81	1038.14	1443.62	241.00	286.86	32.40
witates	7556.37	1369.00	1377.55	277.33	279.31	28.60
withing	7688.96	1014.00	3614.11	386.33	2212.69	206.60
withion	5576.94	760.71	1027.39	69.67	558.74	15.80
withous	5163.36	894.00	990.93	66.83	628.41	17.00
witnest	5579.40	724.71	765.44	114.50	265.10	39.60
wittern	6136.59	809.14	1173.34	175.00	409.37	38.00
wonturs	6839.73	1132.29	1089.90	159.33	273.90	13.20
worcess	7210.98	1180.14	784.35	103.83	294.49	23.60
worefit	5066.37	638.00	639.33	57.00	189.54	7.60
workery	6316.05	880.71	1120.52	174.50	316.72	33.60
wormany	6667.94	873.00	685.74	74.33	228.93	12.00
worning	8794.14	1183.14	3615.13	415.67	2201.26	219.80
worring	8728.11	1190.00	3578.01	427.67	1994.03	222.40
wortain	5909.96	756.71	946.28	83.00	463.85	16.60
worward	6084.78	851.86	583.67	68.50	256.14	14.60
worware	6101.87	797.29	707.23	75.17	237.44	8.80
wreight	4155.03	483.71	662.99	38.67	252.61	6.20
wribber	5359.12	928.86	1036.32	177.83	84.63	11.20
wrickle	4436.56	601.29	661.07	90.00	153.56	15.60
wrining	7777.33	1052.86	3610.74	425.17	2029.06	220.60
writher	6806.11	1042.00	1962.02	226.50	937.74	24.00
youcher	5589.29	980.86	1490.04	225.83	530.18	40.00
zompled	6073.61	1086.00	1774.79	321.83	209.47	56.00
